Date,Description,Original Description,Category,Amount,Status
2021-04-19,"Municipal Court Genera","MUNICIPAL COURT GENERA   FORT COLINS  CO",Uncategorized,-170.00,Posted
2021-04-19,"King Soopers","KING SOOPERS #0104       WINDSOR      CO",Groceries,-54.45,Posted
2021-04-19,"Sei W 10th","SEI 349242803 W 10TH ST  GREELEY      CO",Gas,-42.94,Posted
2021-04-19,"Bruces Tavern","BRUCES TAVERN            SEVERANCE    CO",Alcohol & Bars,-23.07,Posted
2021-04-19,"Dollar General","DOLLAR GENERAL #DG 204489SEVERANCE    CO",Shopping,-14.88,Posted
2021-04-19,"Amazon Web Services","Amazon web services      AWS.AMAZON.COWA",Hosting,-12.00,Posted
2021-04-19,"Civic Center Parking","CIVIC CENTER PARKING G   FORT COLLINS CO",Parking,-2.00,Posted
2021-04-19,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,70.00,Posted
2021-04-16,"O'Reilly Auto Parts","O'REILLY AUTO PARTS 3162 FORT COLLINS CO",Service & Parts,-29.03,Posted
2021-04-16,"Walmart","WAL-MART #27291250 EAST MFORT COLLINS(CO   C",Shopping,-24.93,Posted
2021-04-16,"Alternative Ser E Mou","Alternative Ser338 E  MouFORT COLLINS CO",Cash,-22.50,Posted
2021-04-16,"ATM Rebate","ATM REBATE",Reimbursement,2.50,Posted
2021-04-16,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,200.00,Posted
2021-04-16,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,200.00,Posted
2021-04-16,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,100.00,Posted
2021-04-14,"Logmein.com","LOGMEIN*LastPass         LOGMEIN.COM  MA",Shopping,-27.00,Posted
2021-04-14,"Burger King","BURGER KING #18249       GREELEY      CO",Fast Food,-9.57,Posted
2021-04-14,"Taco Bell","TACO BELL 033859         GREELEY      CO",Fast Food,-3.88,Posted
2021-04-13,"Sei 20th","SEI 390754695 20TH ST    GREELEY      CO",Gas,-39.88,Posted
2021-04-13,"Delt Garden Cit 8th","Delt Garden Cit2729 8th AGARDEN CITY  CO",Cash,-38.00,Posted
2021-04-13,"King Soopers","KING SOOP 2712 11TH AV   GREELEY      CO   C",Groceries,-32.63,Posted
2021-04-13,"Sei","SEI 39075                GREELEY      CO",Gas,-4.28,Posted
2021-04-13,"ATM Rebate","ATM REBATE",Reimbursement,3.00,Posted
2021-04-13,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,100.00,Posted
2021-04-12,"Mountain Avfort","P446227262 E. MOUNTAIN AVFORT COLLINS CO",Cash,-63.50,Posted
2021-04-12,"Buffalo Wild Wings","BUFFALO WILD WINGS 0125  GREELEY      CO",Restaurants,-23.31,Posted
2021-04-12,"Dollar General","DOLLAR GENERAL #9845 WELDSEVERANCE    CO",Shopping,-10.59,Posted
2021-04-12,"Dollar General","DOLLAR GENERAL #9845 WELDSEVERANCE    CO",Shopping,-5.15,Posted
2021-04-12,"King Soopers","KING SOOPERS #00 2100 35TGREELEY      CO",Groceries,-3.72,Posted
2021-04-12,"Dollar General","DOLLAR GENERAL #9845 WELDSEVERANCE    CO",Shopping,-1.75,Posted
2021-04-12,"ATM Rebate","ATM REBATE",Reimbursement,3.50,Posted
