Date,Description,Original Description,Category,Amount,Status
2021-10-12,"McDonald's","MCDONALD'S F190          FORT COLLINS CO",Fast Food,-10.07,Posted
2021-10-07,"Csu Sweet Temptations","CSU SWEET TEMPTATIONS    FORT COLLINS CO",Fast Food,-8.37,Posted
2021-10-06,"McDonald's","MCDONALD'S F190          FORT COLLINS CO",Fast Food,-10.07,Posted
2021-10-05,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,200.00,Posted
2021-10-04,"Amazon Credit Card","PAYMENT FOR AMZ  STORECARD  ***********6530",Credit Card Payment,-100.00,Posted
2021-10-04,"Crumbl Cookies","CRUMBL                   OREM         UT",Fast Food,-9.35,Posted
2021-09-28,"Food At Thaistation","FOOD AT THAISTATION      9707972707   KS",Food & Dining,-32.46,Posted
2021-09-27,"Square Poeme Macarons","SQ *POEME MACARONS       FORT COLLINS CO",Groceries,-18.24,Posted
2021-09-27,"Burger King","BURGER KING #25525       WINDSOR      CO",Fast Food,-9.27,Posted
2021-09-23,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,100.00,Posted
2021-09-22,"Taco Bell","TACO BELL 036116         TIMNATH      CO",Fast Food,-8.27,Posted
2021-09-16,"McDonald's","MCDONALD'S F190          FORT COLLINS CO",Fast Food,-2.89,Posted
2021-09-13,"Taco Bell","TACO BELL 036116         TIMNATH      CO",Fast Food,-7.53,Posted
2021-09-07,"Amazon Credit Card","PAYMENT FOR AMZ  STORECARD  ***********9667",Credit Card Payment,-200.00,Posted
2021-09-07,"Transfer to Venmo","VENMO            PAYMENT    ***********7782",Transfer,-10.00,Posted
2021-09-07,"Square Wooden Kare Cre","SQ *WOODEN KARE CRE      GILL         CO",Furnishings,-48.08,Posted
2021-09-03,"James Salon Spa","JAMES SALON SPA LLC FC   FORT COLLINS CO",Hair,-36.51,Posted
2021-09-02,"McDonald's","MCDONALD'S F11148        FORT COLLINS CO",Fast Food,-5.24,Posted
2021-09-02,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,100.00,Posted
2021-09-01,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,230.00,Posted
2021-08-31,"Crumbl Cookies","CRUMBL                   OREM         UT",Fast Food,-5.17,Posted
2021-08-27,"USAA Credit Card Payment","USAA CREDIT CARD PAYMENT",Credit Card Payment,-50.00,Posted
2021-08-25,"Torchys Collins","044 TORCHYS FT COLLINS   FORT COLLINS CO",Restaurants,-22.72,Posted
2021-08-23,"Nail Bar","NAIL BAR                 FORT COLLINS CO",Personal Care,-192.00,Posted
2021-08-23,"Crumbl Cookies","CRUMBL                   OREM         UT",Fast Food,-5.17,Posted
2021-08-13,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-40.00,Posted
2021-08-09,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-150.00,Posted
2021-08-06,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,200.00,Posted
2021-08-05,"Amazon Credit Card","PAYMENT FOR AMZ  STORECARD  ***********4940",Credit Card Payment,-100.00,Posted
2021-07-26,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-30.00,Posted
2021-07-26,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-9.60,Posted
2021-07-23,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-20.00,Posted
2021-07-23,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,200.00,Posted
2021-07-22,"The Human Bean","TST* THE HUMAN BEAN - WINWINDSOR      CO",Coffee Shops,-12.55,Posted
2021-07-22,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-10.88,Posted
2021-07-21,"Starbucks","STARBUCKS STORE 06906    GREELEY      CO",Coffee Shops,-15.25,Posted
2021-07-20,"Mobile Deposit","DEPOSIT@MOBILE",Income,25.00,Posted
2021-07-19,"W Oak Stoak","300 W OAK STOAK #2       FORT FOLLINS CO",Cash,-104.00,Posted
2021-07-19,"Claire's","CLAIRE'S #3022 2733 COUNCFORT COLLINS CO",Clothing,-36.80,Posted
2021-07-19,"Starbucks","STARBUCKS STORE 06906    GREELEY      CO",Coffee Shops,-21.62,Posted
2021-07-19,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-11.90,Posted
2021-07-19,"ATM Rebate","ATM REBATE",Reimbursement,4.00,Posted
2021-07-16,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-21.66,Posted
2021-07-14,"Shebrews Coffee","SQ *SHEBREWS COFFEE & ICESEVERANCE    CO",Coffee Shops,-8.37,Posted
2021-07-14,"Burger King","BURGER KING #18249       GREELEY      CO",Fast Food,-8.00,Posted
2021-07-14,"Jack in the Box","JACK IN THE BOX 8164     GREELEY      CO",Fast Food,-4.15,Posted
2021-07-13,"Shebrews Coffee","SQ *SHEBREWS COFFEE & ICESEVERANCE    CO",Coffee Shops,-6.82,Posted
2021-07-13,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,200.00,Posted
2021-07-09,"Shebrews Coffee","SQ *SHEBREWS COFFEE & ICEWINDSOR      CO",Coffee Shops,-16.14,Posted
2021-07-08,"Shebrews Coffee","SQ *SHEBREWS COFFEE & ICESEVERANCE    CO",Coffee Shops,-10.59,Posted
2021-07-07,"Shebrews Coffee","SQ *SHEBREWS COFFEE & ICEWINDSOR      CO",Coffee Shops,-18.32,Posted
2021-07-06,"USAA Credit Card Payment","USAA CREDIT CARD PAYMENT",Credit Card Payment,-100.00,Posted
2021-07-06,"Starbucks","STARBUCKS STORE 48830    WINDSOR      CO",Coffee Shops,-24.58,Posted
2021-07-06,"Jack in the Box","JACK IN THE BOX 8164     GREELEY      CO",Fast Food,-15.14,Posted
2021-07-01,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,300.00,Posted
2021-06-22,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-80.00,Posted
2021-06-21,"USAA Credit Card Payment","USAA CREDIT CARD PAYMENT",Credit Card Payment,-100.00,Posted
2021-06-21,"Dunkin Donuts","DUNKIN #351353 Q35       DENVER       CO",Fast Food,-8.54,Posted
2021-06-21,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,330.00,Posted
2021-06-18,"Amazon Credit Card","PAYMENT FOR AMZ  STORECARD  ***********8261",Credit Card Payment,-400.00,Posted
2021-06-10,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,250.00,Posted
2021-06-10,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,200.00,Posted
2021-06-09,"Taco Bell","TACO BELL 033839         FORT COLLINS CO",Fast Food,-12.84,Posted
2021-06-09,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-9.39,Posted
2021-06-09,"USA Technologies Vending","USA*SNACK SODA VENDING   FORT COLLINS CO",Fast Food,-1.60,Posted
2021-06-09,"USA Technologies Vending","USA*SNACK SODA VENDING   FORT COLLINS CO",Fast Food,-1.60,Posted
2021-06-09,"Transfer from Venmo","VENMO            CASHOUT    ***********3617",Transfer,60.00,Posted
2021-06-08,"Starbucks","STARBUCKS STORE 14944    FORT COLLINS CO",Coffee Shops,-16.72,Posted
2021-06-08,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,100.00,Posted
2021-06-02,"Denver Botanic Gardens","DENVER BOTANIC GARDENS GA720-8653520  CO",Arts,-45.00,Posted
2021-06-02,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,30.00,Posted
2021-06-01,"Yard House","YARD HOUSE 0108329       DENVER       CO",Restaurants,-64.86,Posted
2021-06-01,"Ba Y Se","BA Withdrawal Y1473 SE 42DENVER       CO",Cash,-63.75,Posted
2021-06-01,"Petes Kitchen","PETES KITCHEN            DENVER       CO",Restaurants,-39.00,Posted
2021-06-01,"Champa Fine Wine","CHAMPA FINE WINE & LIQUORDENVER       CO",Alcohol & Bars,-34.55,Posted
2021-06-01,"Bath & Body Works","BATH AND BODY WORKS 4009 FORT COLLINS CO",Personal Care,-24.98,Posted
2021-06-01,"Stout St Social","STOUT ST SOCIAL          DENVER       CO",Restaurants,-23.82,Posted
2021-06-01,"Victoria's Secret","VICTORIA'S SECRET 0746   FT. COLLINS  CO",Clothing,-21.73,Posted
2021-06-01,"Simply Colorado Inc","SIMPLY COLORADO INC      DENVER       CO",Shopping,-19.53,Posted
2021-06-01,"Offshoots Cafe","SQ *OFFSHOOTS CAFE       DENVER       CO",Food & Dining,-18.05,Posted
2021-06-01,"Starbucks","STARBUCKS STORE 14944    FORT COLLINS CO",Coffee Shops,-12.05,Posted
2021-06-01,"Denver Museum Adm Shop","DENVER MUSEUM ADM/SHOP   DENVER       CO",Entertainment,-11.75,Posted
2021-06-01,"Street Mall","SQ *16TH STREET MALL     DENVER       CO",Restaurants,-7.72,Posted
2021-06-01,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-5.28,Posted
2021-06-01,"ATM Rebate","ATM REBATE",Reimbursement,3.75,Posted
2021-05-28,"Maurices","MAURICE'S #312 MAURICES_0GREELEY      CO",Clothing,-78.87,Posted
2021-05-27,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-6.24,Posted
2021-05-27,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,251.00,Posted
2021-05-26,"McDonald's","MCDONALD'S F190          FORT COLLINS CO",Fast Food,-9.74,Posted
2021-05-26,"Taco Bell","TACO BELL 033839         FORT COLLINS CO",Fast Food,-5.68,Posted
2021-05-24,"The Original Pancake House","THE ORIGINAL PANCAKE HOUSFORT COLLINS CO",Restaurants,-36.39,Posted
2021-05-24,"Sally Beauty","SALLY BEAUTY #38 2842 COUFORT COLLINS CO",Personal Care,-16.22,Posted
2021-05-24,"Inta Juice","TST* INTA JUICE - GREELEYGREELEY      CO",Restaurants,-13.02,Posted
2021-05-24,"Mary's Mountain Cookies","MARY'S MOUNTAIN COOKIES  FORT COLLINS CO",Food & Dining,-10.02,Posted
2021-05-24,"McDonald's","MCDONALD'S F190          FORT COLLINS CO",Fast Food,-9.30,Posted
2021-05-24,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-7.36,Posted
2021-05-21,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-7.90,Posted
2021-05-19,"Dunkin' Donuts & Baskin-Robbins","DD/BR #353391            FORT COLLINS CO",Fast Food,-14.68,Posted
2021-05-19,"Burger King","BURGER KING #6675  Q07   FORT COLLINS CO",Fast Food,-10.85,Posted
2021-05-18,"Starbucks","STARBUCKS STORE 14944    FORT COLLINS CO",Coffee Shops,-6.29,Posted
2021-05-18,"Loaf 'N Jug","LOAF N JUG # 0811601 S COFORT COLLINS CO",Fast Food,-3.98,Posted
2021-05-17,"Jo-Ann Stores","JOANN STORES #2228       FORT COLLINS CO",Hobbies,-42.29,Posted
2021-05-17,"Chick-fil-A","CHICK-FIL-A #03676       TIMNATH      CO",Fast Food,-12.95,Posted
2021-05-17,"McDonald's","MCDONALD'S F190          FORT COLLINS CO",Fast Food,-7.83,Posted
2021-05-14,"Panda Express","PANDA EXPRESS #3403      TIMNATH      CO",Fast Food,-19.51,Posted
2021-05-14,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,250.00,Posted
2021-05-13,"McDonald's","MCDONALD'S F190          FORT COLLINS CO",Fast Food,-8.99,Posted
2021-05-10,"Amazon Credit Card","PAYMENT FOR AMZ  STORECARD  ***********9612",Credit Card Payment,-500.00,Posted
2021-05-10,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-60.00,Posted
2021-05-10,"Chick-fil-A","CHICK-FIL-A #03676       TIMNATH      CO",Fast Food,-12.95,Posted
2021-05-07,"Smoothie King","SMOOTHIE KING - 1886     FORT COLLINS CO",Fast Food,-10.60,Posted
2021-05-07,"Smoothie King","SMOOTHIE KING - 1886     FORT COLLINS CO",Fast Food,-10.60,Posted
2021-05-07,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-9.92,Posted
2021-05-07,"McDonald's","MCDONALD'S F3898         FORT COLLINS CO",Fast Food,-8.92,Posted
2021-05-06,"Smoothie King","SMOOTHIE KING - 1886     FORT COLLINS CO",Fast Food,-10.60,Posted
2021-05-06,"McDonald's","MCDONALD'S F190          FORT COLLINS CO",Fast Food,-10.40,Posted
2021-05-06,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-6.24,Posted
2021-05-06,"Starbucks","STARBUCKS STORE 14944    FORT COLLINS CO",Coffee Shops,-4.57,Posted
2021-05-06,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,550.00,Posted
2021-05-03,"Fort Collins Co","RUSHBOWLS_3              FORT COLLINS CO",Fast Food,-12.34,Posted
2021-04-30,"Panda Express","PANDA EXPRESS #3403      TIMNATH      CO",Fast Food,-19.66,Posted
2021-04-30,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-6.24,Posted
2021-04-30,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,200.00,Posted
2021-04-29,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-20.00,Posted
2021-04-29,"McDonald's","MCDONALD'S F190          FORT COLLINS CO",Fast Food,-8.59,Posted
2021-04-23,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-16.59,Posted
2021-04-22,"KFC/Taco Bell","KFC/TB #436              FORT COLLINS CO",Fast Food,-14.06,Posted
2021-04-22,"Fort Collins Co","RUSHBOWLS_3              FORT COLLINS CO",Fast Food,-12.34,Posted
2021-04-21,"McDonald's","MCDONALD'S F13510        WINDSOR      CO",Fast Food,-2.87,Posted
2021-04-20,"Amazon Credit Card","PAYMENT FOR AMZ  STORECARD  ***********5283",Credit Card Payment,-50.00,Posted
2021-04-19,"USAA Credit Card Payment","USAA CREDIT CARD PAYMENT",Credit Card Payment,-50.00,Posted
2021-04-19,"Murphy USA","MURPHY7494ATWAL          TIMNATH      CO",Gas,-25.43,Posted
2021-04-19,"McDonald's","MCDONALD'S F190          FORT COLLINS CO",Fast Food,-3.65,Posted
2021-04-19,"Target","TARGET T- 2936 Council   FORT COLLINS CO",Shopping,-2.47,Posted
2021-04-19,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,50.00,Posted
2021-04-16,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,200.00,Posted
2021-04-15,"Transfer to Venmo","VENMO            PAYMENT    ***********5709",Transfer,-325.00,Posted
2021-04-15,"Transfer to Venmo","VENMO            PAYMENT    ***********6244",Transfer,-115.00,Posted
2021-04-15,"Starbucks","STARBUCKS STORE 14944    FORT COLLINS CO",Coffee Shops,-17.58,Posted
2021-04-14,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,325.00,Posted
2021-04-14,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,100.00,Posted
2021-04-12,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-10.83,Posted
2021-04-12,"McDonald's","MCDONALD'S F190          FORT COLLINS CO",Fast Food,-9.21,Posted
2021-04-12,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,100.00,Posted
