Date,Description,Original Description,Category,Amount,Status
2022-10-03,"DoorDash","DD DOORDASH THAISTATI    855-973-1040 CA",Food & Dining,-27.10,Posted
2022-10-03,"Dollar General","DOLLAR GENERAL #20448DG 2SEVERANCE    CO",Shopping,-21.54,Posted
2022-10-03,"Livwell","LIVWELL - GARDEN CITY    GARDEN CITY  CO",Shopping,-21.49,Posted
2022-10-03,"Dollar General","DOLLAR GENERAL #20448DG 2SEVERANCE    CO",Shopping,-19.06,Posted
2022-10-03,"Kum & Go","KUM&GO 0949 WINDSOR      WINDSOR      CO",Gas,-15.79,Posted
2022-10-03,"Starbucks","STARBUCKS STORE 06906    GREELEY      CO",Coffee Shops,-14.40,Posted
2022-10-03,"Smoothie King","SMOOTHIE KING - 1886     FORT COLLINS CO",Fast Food,-11.94,Posted
2022-10-03,"Chick-fil-A","CHICK-FIL-A #03676       TIMNATH      CO",Fast Food,-7.15,Posted
2022-10-03,"Docker Inv Ac a Dockca","DOCKER:INV-AC66A887-5B   HTTPSWWW.DOCKCA",Internet,-7.00,Posted
2022-10-03,"Apple","APPLE.COM/BILL           866-712-7753 CA",Entertainment,-5.99,Posted
2022-10-03,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-5.44,Posted
2022-10-03,"Burger King","BURGER KING #9283        GREELEY      CO",Fast Food,-4.26,Posted
2022-10-03,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.26,Posted
2022-10-03,"Amazon Web Services","Amazon web services      AWS.AMAZON.COWA",Hosting,-2.90,Posted
