Date,Description,Original Description,Category,Amount,Status
2022-02-25,"Walmart","WM SUPERCENTER #4599     TIMNATH      CO",Shopping,-147.24,Posted
2022-02-21,"Costco","COSTCO WHSE #1178        TIMNATH      CO",Shopping,-155.01,Posted
2022-02-20,"Breeze Thru Carwash Clu","Breeze Thru Carwash Clu  970-6325103  CO",Service & Parts,-15.00,Posted
2022-02-20,"USAA Credit Card","USAA CREDIT CARD PAYMENT SAN ANTONIO  TX",Transfer,100.00,Posted
2022-02-20,"Amazon","AMZN Mktp US             Amzn.com/billWA",Shopping,20.10,Posted
2022-02-18,"Interest on Purchases","Interest on Purchases",Finance Charge,-31.65,Posted
2022-02-18,"Interest On Cash Advances","Interest on Cash Advances",Finance Charge,-2.00,Posted
2022-02-17,"USAA Overdraft","USAA FSB-OVERDRAFT       SAN ANTONIO  TX",Transfer,-100.00,Posted
2022-02-16,"USAA Credit Card","USAA CREDIT CARD PAYMENT SAN ANTONIO  TX",Transfer,42.00,Posted
2022-02-14,"USAA Overdraft","USAA FSB-OVERDRAFT       SAN ANTONIO  TX",Transfer,-100.00,Posted
2022-02-13,"Walmart","WM SUPERCENTER #4599     TIMNATH      CO",Shopping,-155.22,Posted
2022-02-08,"Square Marriage And Family M","SQ *MARRIAGE AND FAMILY MWindsor      CO",Doctor,-175.00,Posted
2022-02-07,"Walmart","WM SUPERCENTER #4599     TIMNATH      CO",Shopping,-97.34,Posted
2022-02-06,"Barnes & Noble","BARNES & NOBLE #2611     FT COLLINS   CO",Books,-27.40,Posted
2022-02-01,"Walmart","WM SUPERCENTER #4599     TIMNATH      CO",Shopping,-96.08,Posted
2022-01-29,"Amazon","AMZN Mktp US*RB2JG2KS3   Amzn.com/billWA",Shopping,-20.10,Posted
2022-01-28,"Amazon","Amazon.com*ZO3DM1333     Amzn.com/billWA",Shopping,-264.72,Posted
2022-01-25,"Square Marriage And Family M","SQ *MARRIAGE AND FAMILY MWindsor      CO",Doctor,-175.00,Posted
2022-01-25,"Alpine Ent","ALPINE ENT               FORT COLLINS CO",Doctor,-40.00,Posted
2022-01-25,"Eyecare For You","EYECARE FOR YOU          FORT COLLINS CO",Eyecare,-244.80,Posted
2022-01-22,"Town Of Severance","TOWN OF SEVERANCE        970-686-1218 CO",Utilities,-145.78,Posted
2022-01-22,"Poudre Valley Rea Inc","POUDRE VALLEY REA INC    PVREA.SMARTHUCO",Utilities,-321.76,Posted
2022-01-22,"CenturyLink","SPI*CENTURYLINK/LUMEN    800-201-4099 LA",Utilities,-151.68,Posted
2022-01-21,"Interest on Purchases","Interest on Purchases",Finance Charge,-16.54,Posted
2022-01-21,"Interest On Cash Advances","Interest on Cash Advances",Finance Charge,-0.83,Posted
2022-01-20,"Breeze Thru Carwash Clu","Breeze Thru Carwash Clu  970-6325103  CO",Service Parts,-15.00,Posted
2022-01-20,"Raising Cane's","RAISING CANE'S #324      FORT COLLINS CO",Fast Food,-10.31,Posted
2022-01-19,"Servi Emv","CO DRIVER SERVI EMV      DENVER       CO",Uncategorized,-35.40,Posted
2022-01-19,"Toyota Pedersen Vo","TOYOTA PEDERSEN TOYOTA VOFORT COLLINS CO",Auto & Transport,-273.01,Posted
2022-01-19,"Pet Supplies Plus","PET SUPPLIES PLUS #4063  FORT COLLINS CO",Pet Food & Supplies,-56.33,Posted
2022-01-18,"Kum & Go","KUM&GO 0949 WINDSOR      WINDSOR      CO",Gas,-24.70,Posted
2022-01-18,"McDonald's","MCDONALD'S F13510        WINDSOR      CO",Fast Food,-8.54,Posted
2022-01-18,"USAA Overdraft","USAA FSB-OVERDRAFT       SAN ANTONIO  TX",Transfer,-100.00,Posted
2022-01-17,"Bruces Tavern","BRUCES TAVERN            SEVERANCE    CO",Alcohol & Bars,-51.87,Posted
2022-01-15,"USAA Credit Card","USAA CREDIT CARD PAYMENT SAN ANTONIO  TX",Transfer,75.00,Posted
2022-01-13,"USAA Credit Card","USAA CREDIT CARD PAYMENT SAN ANTONIO  TX",Transfer,29.00,Posted
2022-01-13,"USAA Overdraft","USAA FSB-OVERDRAFT       SAN ANTONIO  TX",Transfer,-100.00,Posted
2022-01-11,"Fuzzy Taco Windsor","FUZZY TACO WINDSOR       WINDSOR      CO",Restaurants,-34.42,Posted
2022-01-11,"Walmart","WAL-MART #4599           TIMNATH      CO",Shopping,9.48,Posted
2022-01-10,"Square Fisher High Cou","SQ *FISHER HIGH COU      SEVERANCE    CO",Business Services,-310.00,Posted
2022-01-07,"USAA Insurance Payment","USAA INSURANCE PAYMENT   800-531-8111 TX",Financial,-243.17,Posted
2022-01-07,"Walmart","WALMART.COM AA           800-966-6546 AR",Shopping,-23.27,Posted
2022-01-03,"Walmart","WALMART.COM AA           800-966-6546 AR",Shopping,-298.88,Posted
2022-01-02,"Walmart","WALMART.COM AA           8009666546   AR",Shopping,-1.80,Posted
2021-12-27,"Barnes & Noble","BARNES & NOBLE #2740     BOISE        ID",Books,-15.89,Posted
2021-12-27,"Quality Art","QUALITY ART              2086720530   ID",Shopping,-14.91,Posted
